borough_original,ward_original,election_date,surname,firstname,party,votes,elected,ward,borough,WD22CD,LAD22CD
Southwark,St Giles,2022-05-05,CHESTERMAN,Thomas,Liberal Democrats,300,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,CUMBO,Ellie,Labour Party Candidate,2606,True,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,HECKELS,Edward,Conservative Party Candidate,270,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,KADRITZKE,Rebecca,Liberal Democrats,408,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,LEIVERS,Sarah,Conservative Party Candidate,306,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,MARGOLIES,Eleanor,Green Party,1186,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,MOTTAU,Christopher,Conservative Party Candidate,230,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,OCHERE,Jason,Labour Party Candidate,2360,True,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,SYMONS,Bryan,Green Party,712,False,St Giles,Southwark,E05011115,E09000028
Southwark,St Giles,2022-05-05,WINGFIELD,Robert,Labour Party Candidate,2217,True,St Giles,Southwark,E05011115,E09000028
Southwark,Surrey Docks,2022-05-05,CONWAY,Jason,Green Party,825,False,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,CUSACK,Andrew,Conservative Party Candidate,371,False,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,FINDELL,Mark,Conservative Party Candidate,346,False,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,GINNETT,Hannah,Conservative Party Candidate,399,False,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,HOOD,Adam,Liberal Democrats,1298,True,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,JOHNSON,Nick,Liberal Democrats,1329,True,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,KELLAY,Amandeep,Labour Party Candidate,1056,False,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,PARRISH,Callum,Labour Party Candidate,920,False,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,SALMON,Nicola,Liberal Democrats,1475,True,Surrey Docks,Southwark,E05011117,E09000028
Southwark,Surrey Docks,2022-05-05,THORNTON,Jen,Labour Party Candidate,1095,False,Surrey Docks,Southwark,E05011117,E09000028
Sutton,Beddington,2022-05-05,BADHAM,Tom,Liberal Democrats,598,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,BOULTON,Michael,Green Party,352,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,FOSTER,Tim,Independent,1162,True,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,GREEN,Jillian,Independent,1150,True,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,HOWELL,Heather,Conservative and Unionist Party,686,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,HUGHES,Maggie,Labour Party,589,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,HUNEKE,Alison,Conservative and Unionist Party,608,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,KEYS,John,Labour Party,516,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,MATTEY,Nick,Independent,1231,True,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,McCARTHY,Pat,Labour Party,488,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,NATHAN,Kuhan,Liberal Democrats,706,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,RUSSELL,Julia,Conservative and Unionist Party,619,False,Beddington,Sutton,E05013754,E09000029
Sutton,Beddington,2022-05-05,THOMPSON,Martin,Liberal Democrats,599,False,Beddington,Sutton,E05013754,E09000029
Sutton,Belmont,2022-05-05,AYLWARD,Alan,Labour Party,535,False,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,BLEARS,Gale,Labour Party,586,False,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,BOURNE,Samantha,Liberal Democrats,1244,False,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,GARRATT,Neil,Conservative and Unionist Party,1531,True,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,HICKS,David,Conservative and Unionist Party,1537,True,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,JUSTER,Dean,Liberal Democrats,1182,False,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,LAMBE,Duncan,Green Party,411,False,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,PASCOE,Jane,Conservative and Unionist Party,1414,True,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,WEATHERLAKE,Samuel,Liberal Democrats,1005,False,Belmont,Sutton,E05013755,E09000029
Sutton,Belmont,2022-05-05,WINGROVE,Marian,Labour Party,474,False,Belmont,Sutton,E05013755,E09000029
Sutton,Carshalton Central,2022-05-05,ARAUJO,Isabel,Liberal Democrats,2031,True,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,BURBAGE,Marilynne,Labour Party,491,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,DICKENSON,Ashley,Christian Peoples Alliance,132,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,JENNER,Andrew,Liberal Democrats,1688,True,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,PEARCE,Melissa,Conservative and Unionist Party,1141,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,SHORT,Jake,Liberal Democrats,1906,True,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,SMITH,Ethan,Conservative and Unionist Party,1088,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,SPARKS,Jill,Conservative and Unionist Party,1083,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,THOMSON,Verity,Green Party,1294,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,THORPE,Tony,Labour Party,474,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton Central,2022-05-05,TURNER,Peter,Labour Party,310,False,Carshalton Central,Sutton,E05013756,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,BUTT,Moira,Conservative and Unionist Party,1698,True,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,CLAY,John,Labour Party,329,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,CROWLEY,Tim,Conservative and Unionist Party,1669,True,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,FLETCHER,Lynne,Conservative and Unionist Party,1544,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,HALDANE,Amy,Liberal Democrats,1617,True,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,HUDSON,Brendan,Liberal Democrats,1523,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,LAMBERT,Bobbie,Labour Party,279,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,McLOUGHLIN,Michael,Labour Party,286,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,SMITH,Hannah,Green Party,387,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Carshalton South & Clockhouse,2022-05-05,SUMUN,Noor,Liberal Democrats,1317,False,Carshalton South & Clockhouse,Sutton,E05013757,E09000029
Sutton,Cheam,2022-05-05,ALLEN,Eric,Conservative and Unionist Party,1747,True,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,CHUI,Alex,Liberal Democrats,1213,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,DEVLIN,Ben,Liberal Democrats,1168,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,LEGGE,Harry,Liberal Democrats,1002,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,McGUINNESS,Sarah,Labour Party,486,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,MUIR,Simon,Labour Party,373,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,RICHARDS,George,Labour Party,364,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,SHIELDS,Tony,Conservative and Unionist Party,1680,True,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,TRIGGS,John,Green Party,466,False,Cheam,Sutton,E05013758,E09000029
Sutton,Cheam,2022-05-05,UDALL,Vanessa,Conservative and Unionist Party,1635,True,Cheam,Sutton,E05013758,E09000029
Sutton,Hackbridge,2022-05-05,MURRAY,David,Conservative and Unionist Party,365,False,Hackbridge,Sutton,E05013759,E09000029
Sutton,Hackbridge,2022-05-05,SCULLY,Emma,Conservative and Unionist Party,353,False,Hackbridge,Sutton,E05013759,E09000029
Sutton,Hackbridge,2022-05-05,SHERMAN,Joanna,Liberal Democrats,543,False,Hackbridge,Sutton,E05013759,E09000029
Sutton,Hackbridge,2022-05-05,TCHIL,Dave,Labour Party,1029,True,Hackbridge,Sutton,E05013759,E09000029
Sutton,Hackbridge,2022-05-05,VESTEY,Sheldon,Labour Party,951,True,Hackbridge,Sutton,E05013759,E09000029
Sutton,Hackbridge,2022-05-05,VICENTE-MACHADO,Alexander,Liberal Democrats,494,False,Hackbridge,Sutton,E05013759,E09000029
Sutton,North Cheam,2022-05-05,BEARD,Chris,Green Party,347,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,COONEY,Laura,Liberal Democrats,1237,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,COSTI,Renos,Independent,105,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,DAVIES,Jane,Labour Party,549,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,DWYER,Mike,Conservative and Unionist Party,1640,True,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,EVELEIGH,Ray,Labour Party,446,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,McDERMOTT-HILL,James,Conservative and Unionist Party,1628,True,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,NANDHA,Param,Conservative and Unionist Party,1600,True,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,NICHOLS,Carl,Liberal Democrats,1134,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,OWEN,David,Labour Party,453,False,North Cheam,Sutton,E05013760,E09000029
Sutton,North Cheam,2022-05-05,STONE,Jason,Liberal Democrats,1167,False,North Cheam,Sutton,E05013760,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,BICKEL,Katie,Independent,103,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,HAMILTON,Hannah,Independent,147,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,HEFFERNAN,Drew,Liberal Democrats,1166,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,JOYCE,Edward,Liberal Democrats,1201,True,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,KELLEHER,Steve,Social Democratic Party,33,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,KOTEE,Sri,Liberal Democrats,1101,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,MAGNUS,Patrick,Conservative and Unionist Party,1188,True,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,McDONAGH,Gay,Green Party,192,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,McLOUGHLIN,Jackie,Labour Party,434,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,NAWAZ,Kiran,Labour Party,372,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,PEARCE,Jonathan,Conservative and Unionist Party,1232,True,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,PROWSE,Joseph,Independent,70,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,STONEMAN,Ryan,Conservative and Unionist Party,1183,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,South Beddington & Roundshaw,2022-05-05,TOWLER,David,Labour Party,377,False,South Beddington & Roundshaw,Sutton,E05013763,E09000029
Sutton,St Helier East,2022-05-05,COLE,Paul,Liberal Democrats,643,True,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier East,2022-05-05,DREW,Matt,Conservative and Unionist Party,386,False,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier East,2022-05-05,GWYNN,Sarah,Labour Party,499,False,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier East,2022-05-05,MUNDAY,Gemma,Liberal Democrats,631,True,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier East,2022-05-05,PAGE,Ann,Conservative and Unionist Party,370,False,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier East,2022-05-05,PLATT,Grace,Labour Party,439,False,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier East,2022-05-05,WILLIAMS,Nikki,Green Party,121,False,St Helier East,Sutton,E05013761,E09000029
Sutton,St Helier West,2022-05-05,ALVAREZ,Steve,Conservative and Unionist Party,823,True,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,BERRY,Sheila,Labour Party,848,True,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,CHUBB,Peter,Liberal Democrats,703,False,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,CLARK,Wendy,Conservative and Unionist Party,808,True,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,CROSSBY,Jean,Liberal Democrats,702,False,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,DIAMANTIS,Nick,Labour Party,780,False,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,McCARTHY,Paul,Labour Party,776,False,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,MEAD,Peter,Green Party,243,False,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,PILLAY,Sabrina,Liberal Democrats,729,False,St Helier West,Sutton,E05013762,E09000029
Sutton,St Helier West,2022-05-05,WINDSOR,Ethan,Conservative and Unionist Party,751,False,St Helier West,Sutton,E05013762,E09000029
Sutton,Stonecot,2022-05-05,ANDREWS JASHAPARA,Karin,Green Party,137,False,Stonecot,Sutton,E05013764,E09000029
Sutton,Stonecot,2022-05-05,BECK,Rob,Liberal Democrats,996,True,Stonecot,Sutton,E05013764,E09000029
Sutton,Stonecot,2022-05-05,CAMPBELL,Paul,Conservative and Unionist Party,852,False,Stonecot,Sutton,E05013764,E09000029
Sutton,Stonecot,2022-05-05,RICHER,Vicky,Labour Party,440,False,Stonecot,Sutton,E05013764,E09000029
Sutton,Stonecot,2022-05-05,SAHA,Cumar,Liberal Democrats,936,True,Stonecot,Sutton,E05013764,E09000029
Sutton,Stonecot,2022-05-05,TOWNSEND,William,Conservative and Unionist Party,795,False,Stonecot,Sutton,E05013764,E09000029
Sutton,Stonecot,2022-05-05,WRIGHT,Vicky,Labour Party,302,False,Stonecot,Sutton,E05013764,E09000029
Sutton,Sutton Central,2022-05-05,BARTOLUCCI,David,Liberal Democrats,1228,True,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,FRIEL,Peter,Green Party,351,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,McGEACHY,John,Labour Party,858,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,MENNACEUR,Cryss,Liberal Democrats,1038,True,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,PARSLEY,Edward,Liberal Democrats,1102,True,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,PEEK,Kerrie,Labour Party,834,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,RUSSELL,Barry,Conservative and Unionist Party,722,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,SOOD,Venu,Conservative and Unionist Party,643,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,WOODS,Terry,Conservative and Unionist Party,657,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton Central,2022-05-05,WRIGHT,Natalie,Labour Party,816,False,Sutton Central,Sutton,E05013765,E09000029
Sutton,Sutton North,2022-05-05,CHARLES,Greg,Labour Party,590,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,CONNELL,Phoebe,Green Party,380,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,CUMBER,Sam,Liberal Democrats,1342,True,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,DOMBEY,Ruth,Liberal Democrats,1343,True,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,EDWARDS,Lyndon,Labour Party,509,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,HAROON,Aamir,Conservative and Unionist Party,1263,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,HAWTON,Christopher,Liberal Democrats,1189,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,LINDSAY-CHARLTON,Bryony,Conservative and Unionist Party,1308,True,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,MOHAN,Rama,Conservative and Unionist Party,1241,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton North,2022-05-05,O'BRIEN,Teresa,Labour Party,538,False,Sutton North,Sutton,E05013766,E09000029
Sutton,Sutton South,2022-05-05,ALAPATI,Chandra,Conservative and Unionist Party,1434,False,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,BLEARS,Stephen,Labour Party,550,False,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,CLIFTON,Richard,Liberal Democrats,1718,True,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,CORNELL,Tessa,Labour Party,579,False,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,FIVEY,Trish,Liberal Democrats,1691,True,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,PHELAN,Louise,Liberal Democrats,1521,True,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,SHIELDS,Victoria,Conservative and Unionist Party,1302,False,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,SYED,Arif,Conservative and Unionist Party,1179,False,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton South,2022-05-05,TERRELL,Graham,Labour Party,461,False,Sutton South,Sutton,E05013767,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,BANDE,Lily,Conservative and Unionist Party,1369,False,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,CARTER,Nick,Labour Party,552,False,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,ESAK,Qasim,Liberal Democrats,1505,True,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,GRAY,Catherine,Conservative and Unionist Party,1331,False,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,KAVINDELE,Chi,Labour Party,452,False,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,RAO,Mukesh,Conservative and Unionist Party,1266,False,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,TAYLOR,Luke,Liberal Democrats,1572,True,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,THIBAUT,Carlos,Labour Party,427,False,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,Sutton West & East Cheam,2022-05-05,WOOLMER,Christopher,Liberal Democrats,1519,True,Sutton West & East Cheam,Sutton,E05013768,E09000029
Sutton,The Wrythe,2022-05-05,BURNETT,Faye,Green Party,394,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,DEAN,Bobby,Liberal Democrats,1492,True,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,DWIGHT,Jed,Conservative and Unionist Party,1175,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,GRANT,David,Labour Party,534,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,OGBONNA,Patrick,Liberal Democrats,1225,True,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,OKPURU,Robert,Conservative and Unionist Party,1138,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,PIERCE,Daisy,Conservative and Unionist Party,1084,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,STEARS,Colin,Liberal Democrats,1337,True,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,TATE,Alan,Labour Party,468,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,The Wrythe,2022-05-05,THOMAS,Margaret,Labour Party,488,False,The Wrythe,Sutton,E05013769,E09000029
Sutton,Wallington North,2022-05-05,DABYSING,Alex,Conservative and Unionist Party,773,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,DONNELLY,Christopher,Green Party,361,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,FREEMAN,Joel,Conservative and Unionist Party,785,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,GORDON,Sunita,Liberal Democrats,1502,True,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,HAMILTON,Kingsley,Independent,592,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,JAMES,Marian,Liberal Democrats,1451,True,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,LEWIS,Barry,Liberal Democrats,1332,True,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,MARSH,Pamela,Independent,581,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,TOWLER,Mary,Labour Party,522,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,TRAVERS,Katie,Independent,560,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,TURNER,Marcia,Labour Party,388,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,WATTOO,Ahmad,Labour Party,375,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington North,2022-05-05,WORTLEY,Chris,Conservative and Unionist Party,716,False,Wallington North,Sutton,E05013770,E09000029
Sutton,Wallington South,2022-05-05,BROWN,Malcolm,Conservative and Unionist Party,916,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,CARROLL,Eliot,Labour Party,584,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,GARDNER,Daryl,Independent,188,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,KAMRAN,Kausar,Labour Party,444,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,MARTIN,Sam,Liberal Democrats,1728,True,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,McCOY,Jayne,Liberal Democrats,1830,True,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,SADIQ,Muhammad,Liberal Democrats,1585,True,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,SIMMS,Jim,Conservative and Unionist Party,838,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,STONE,Geoffrey,Independent,97,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,TOMLINSON,Maeve,Green Party,314,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,WHELTON,Max,Labour Party,389,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,WIGHTWICK,David,Independent,83,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Wallington South,2022-05-05,WORTLEY,Hilary,Conservative and Unionist Party,804,False,Wallington South,Sutton,E05013771,E09000029
Sutton,Worcester Park North,2022-05-05,APPLEBY,James,Liberal Democrats,877,False,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park North,2022-05-05,BATT,Jenny,Liberal Democrats,919,False,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park North,2022-05-05,BOYD,Virginia,Green Party,234,False,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park North,2022-05-05,DRUMMOND,Tom,Conservative and Unionist Party,1233,True,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park North,2022-05-05,KABASH,Mehdi,Labour Party,380,False,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park North,2022-05-05,MARTIN,Liz,Labour Party,515,False,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park North,2022-05-05,QUICK,Joe,Conservative and Unionist Party,1086,True,Worcester Park North,Sutton,E05013772,E09000029
Sutton,Worcester Park South,2022-05-05,ALLEN,Martina,Conservative and Unionist Party,1191,True,Worcester Park South,Sutton,E05013773,E09000029
Sutton,Worcester Park South,2022-05-05,FIVEY,Lauren,Liberal Democrats,831,False,Worcester Park South,Sutton,E05013773,E09000029
Sutton,Worcester Park South,2022-05-05,FLOWERS,John,Labour Party,372,False,Worcester Park South,Sutton,E05013773,E09000029
Sutton,Worcester Park South,2022-05-05,GEIRINGER,Peter,Conservative and Unionist Party,1109,True,Worcester Park South,Sutton,E05013773,E09000029
