borough_original,ward_original,election_date,surname,firstname,party,votes,elected,ward,borough,WD22CD,LAD22CD
Barking and Dagenham,Abbey,2022-05-05,Rahman,Regina,Labour Party Candiate,503,True,Abbey,Barking & Dagenham,E05014053,E09000002
Barking and Dagenham,Abbey,2022-05-05,Hussain,Manzoor,Labour Party Candiate,470,True,Abbey,Barking & Dagenham,E05014053,E09000002
Barking and Dagenham,Abbey,2022-05-05,Gold,Michael,Green Party,135,False,Abbey,Barking & Dagenham,E05014053,E09000002
Barking and Dagenham,Abbey,2022-05-05,Echedom,Ada,Local Conservatives,110,False,Abbey,Barking & Dagenham,E05014053,E09000002
Barking and Dagenham,Abbey,2022-05-05,Allam,Annabel,Green Party,148,False,Abbey,Barking & Dagenham,E05014053,E09000002
Barking and Dagenham,Alibon,2022-05-05,Akwaboah,Dorothy,Labour Party Candidate,932,True,Alibon,Barking & Dagenham,E05014054,E09000002
Barking and Dagenham,Alibon,2022-05-05,Dulwich,John,Labour Party Candidate,1060,True,Alibon,Barking & Dagenham,E05014054,E09000002
Barking and Dagenham,Alibon,2022-05-05,Singh Jaiya,Arjun,Local Conservatives,415,False,Alibon,Barking & Dagenham,E05014054,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Bhuyan,Mohammad Omar,Local Conservatives,292,False,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Channer,Josie,Labour Party Candidate,923,True,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Geddes,Cameron,Labour Party Candidate,893,True,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Hornby,Victoria,Labour Party Candidate,890,True,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Mason,Pete,TUSC,233,False,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Oladimeji,Anthony,Local Conservatives,291,False,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Barking Riverside,2022-05-05,Rahman,Mizanur,Local Conservatives,381,False,Barking Riverside,Barking & Dagenham,E05014055,E09000002
Barking and Dagenham,Beam,2022-05-05,Chowdhury,MD Muhibul Alam,Labour Party Candidate,854,True,Beam,Barking & Dagenham,E05014056,E09000002
Barking and Dagenham,Beam,2022-05-05,Jaiya,Manvindra Singh,Local Conservatives,417,False,Beam,Barking & Dagenham,E05014056,E09000002
Barking and Dagenham,Beam,2022-05-05,Lumsden,Donna,Labour Party Candidate,904,True,Beam,Barking & Dagenham,E05014056,E09000002
Barking and Dagenham,Beam,2022-05-05,Sandhu,Muazzam Ali,Labour Party Candidate,825,True,Beam,Barking & Dagenham,E05014056,E09000002
Barking and Dagenham,Beam,2022-05-05,Smith,Mark Charles Edward,Local Conservatives,434,False,Beam,Barking & Dagenham,E05014056,E09000002
Barking and Dagenham,Beam,2022-05-05,Whittaker,Karen Pearl,Local Conservatives,433,False,Beam,Barking & Dagenham,E05014056,E09000002
Barking and Dagenham,Becontree,2022-05-05,Egbuhuzor,Anthony Chidume,Local Conservatives,334,False,Becontree,Barking & Dagenham,E05014057,E09000002
Barking and Dagenham,Becontree,2022-05-05,Fugus,Edna,Labour Party Candidate,1121,True,Becontree,Barking & Dagenham,E05014057,E09000002
Barking and Dagenham,Becontree,2022-05-05,Saleem,Muhammad,Labour Party Candidate,1002,True,Becontree,Barking & Dagenham,E05014057,E09000002
Barking and Dagenham,Chadwell Heath,2022-05-05,Bright,Sade,Labour Party Candidate,1723,True,Chadwell Heath,Barking & Dagenham,E05014058,E09000002
Barking and Dagenham,Chadwell Heath,2022-05-05,Lynch,Martin Raymond,Local Conservatives,672,False,Chadwell Heath,Barking & Dagenham,E05014058,E09000002
Barking and Dagenham,Chadwell Heath,2022-05-05,Perry,Simon,Labour Party Candidate,1693,True,Chadwell Heath,Barking & Dagenham,E05014058,E09000002
Barking and Dagenham,Chadwell Heath,2022-05-05,Pongo,Michel,Labour Party Candidate,1486,True,Chadwell Heath,Barking & Dagenham,E05014058,E09000002
Barking and Dagenham,Eastbrook & Rush Green,2022-05-05,Bright,Princess,Labour Party Candidate,859,True,Eastbrook & Rush Green,Barking & Dagenham,E05014059,E09000002
Barking and Dagenham,Eastbrook & Rush Green,2022-05-05,Connelly,Sue,Local Conservatives,591,False,Eastbrook & Rush Green,Barking & Dagenham,E05014059,E09000002
Barking and Dagenham,Eastbrook & Rush Green,2022-05-05,Emin,Ron,Independent,238,False,Eastbrook & Rush Green,Barking & Dagenham,E05014059,E09000002
Barking and Dagenham,Eastbrook & Rush Green,2022-05-05,Hillyard,Dean,Independent,160,False,Eastbrook & Rush Green,Barking & Dagenham,E05014059,E09000002
Barking and Dagenham,Eastbrook & Rush Green,2022-05-05,Lynch,Emma Louise,Local Conservatives,525,False,Eastbrook & Rush Green,Barking & Dagenham,E05014059,E09000002
Barking and Dagenham,Eastbrook & Rush Green,2022-05-05,Ramsay,Tony,Labour Party Candidate,816,True,Eastbrook & Rush Green,Barking & Dagenham,E05014059,E09000002
Barking and Dagenham,Eastbury,2022-05-05,Acheampomaa,Eunice,Local Conservatives,500,False,Eastbury,Barking & Dagenham,E05014060,E09000002
Barking and Dagenham,Eastbury,2022-05-05,Begum,Poli,Local Conservatives,483,False,Eastbury,Barking & Dagenham,E05014060,E09000002
Barking and Dagenham,Eastbury,2022-05-05,Filiepescu,Costel,Local Conservatives,469,False,Eastbury,Barking & Dagenham,E05014060,E09000002
Barking and Dagenham,Eastbury,2022-05-05,Khan,Mohammed,Labour Party Candidate,1381,True,Eastbury,Barking & Dagenham,E05014060,E09000002
Barking and Dagenham,Eastbury,2022-05-05,Rodwell,Emily Victoria Cianne,Labour Party Candidate,1494,True,Eastbury,Barking & Dagenham,E05014060,E09000002
Barking and Dagenham,Eastbury,2022-05-05,Shaukat,Faraaz,Labour Party Candidate,1321,True,Eastbury,Barking & Dagenham,E05014060,E09000002
Barking and Dagenham,Gascoigne,2022-05-05,Cormack,Alison,Labour Party Candidate,1272,True,Gascoigne,Barking & Dagenham,E05014061,E09000002
Barking and Dagenham,Gascoigne,2022-05-05,Mason,Ruth Gabrielle,TUSC,154,False,Gascoigne,Barking & Dagenham,E05014061,E09000002
Barking and Dagenham,Gascoigne,2022-05-05,Shaw,Jack,Labour Party Candidate,1146,True,Gascoigne,Barking & Dagenham,E05014061,E09000002
Barking and Dagenham,Gascoigne,2022-05-05,Tahir,Roma,Local Conservatives,283,False,Gascoigne,Barking & Dagenham,E05014061,E09000002
Barking and Dagenham,Gascoigne,2022-05-05,Twomey,Dominic Anthony,Labour Party Candidate,1121,True,Gascoigne,Barking & Dagenham,E05014061,E09000002
Barking and Dagenham,Goresbrook,2022-05-05,Freeborn,Irma,Labour Party Candidate,1233,True,Goresbrook,Barking & Dagenham,E05014062,E09000002
Barking and Dagenham,Goresbrook,2022-05-05,Quadri,Moin Ali,Labour Party Candidate,1119,True,Goresbrook,Barking & Dagenham,E05014062,E09000002
Barking and Dagenham,Goresbrook,2022-05-05,Raj,Sharfaraz Khan,Local Conservatives,535,False,Goresbrook,Barking & Dagenham,E05014062,E09000002
Barking and Dagenham,Goresbrook,2022-05-05,Robinson,Paul David,Labour Party Candidate,1292,True,Goresbrook,Barking & Dagenham,E05014062,E09000002
Barking and Dagenham,Goresbrook,2022-05-05,Zahid Iqbal,Mehreen,Local Conservatives,489,False,Goresbrook,Barking & Dagenham,E05014062,E09000002
Barking and Dagenham,Heath,2022-05-05,Cekavicius,Martynas,Local Conservatives,338,False,Heath,Barking & Dagenham,E05014063,E09000002
Barking and Dagenham,Heath,2022-05-05,Martins,Olawale,Labour Party Candidate,952,True,Heath,Barking & Dagenham,E05014063,E09000002
Barking and Dagenham,Heath,2022-05-05,Olawepo,Angelica Omolara,Local Conservatives,338,False,Heath,Barking & Dagenham,E05014063,E09000002
Barking and Dagenham,Heath,2022-05-05,Robinson,Ingrid,Labour Party Candidate,930,True,Heath,Barking & Dagenham,E05014063,E09000002
Barking and Dagenham,Longbridge,2022-05-05,Adomavicius,Zygimantas,Liberal Democrat,373,False,Longbridge,Barking & Dagenham,E05014064,E09000002
Barking and Dagenham,Longbridge,2022-05-05,Choudhury,Faruk,Labour Party Candidate,2038,True,Longbridge,Barking & Dagenham,E05014064,E09000002
Barking and Dagenham,Longbridge,2022-05-05,Gill,Rocky,Labour Party Candidate,2164,True,Longbridge,Barking & Dagenham,E05014064,E09000002
Barking and Dagenham,Longbridge,2022-05-05,Rahman,Shah,Local Conservatives,1150,False,Longbridge,Barking & Dagenham,E05014064,E09000002
Barking and Dagenham,Longbridge,2022-05-05,Rice,Lynda Jane,Labour Party Candidate,1746,True,Longbridge,Barking & Dagenham,E05014064,E09000002
Barking and Dagenham,Mayesbrook,2022-05-05,Choudhury,Nashitha,Labour Party Candidate,1301,True,Mayesbrook,Barking & Dagenham,E05014065,E09000002
Barking and Dagenham,Mayesbrook,2022-05-05,Haroon,Kashif,Labour Party Candidate,1259,True,Mayesbrook,Barking & Dagenham,E05014065,E09000002
Barking and Dagenham,Mayesbrook,2022-05-05,Lazar,Florin Cornel,Local Conservatives,559,False,Mayesbrook,Barking & Dagenham,E05014065,E09000002
Barking and Dagenham,Mayesbrook,2022-05-05,McNab,Andy,Local Conservatives,565,False,Mayesbrook,Barking & Dagenham,E05014065,E09000002
Barking and Dagenham,Mayesbrook,2022-05-05,Oluwole,Ade,Labour Party Candidate,1242,True,Mayesbrook,Barking & Dagenham,E05014065,E09000002
Barking and Dagenham,Northbury,2022-05-05,Anthony,Simon,Green Party,317,False,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Northbury,2022-05-05,Ashraf,Saima,Labour Party Candidate,1500,True,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Northbury,2022-05-05,Hollis,Alex,Green Party,221,False,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Northbury,2022-05-05,Miah,Giasuddin,Labour Party Candidate,1364,True,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Northbury,2022-05-05,Rodwell,Darren,Labour Party Candidate,1398,True,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Northbury,2022-05-05,Saeed,Tariq,Local Conservatives,363,False,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Northbury,2022-05-05,Wright,Jon,Green Party,209,False,Northbury,Barking & Dagenham,E05014066,E09000002
Barking and Dagenham,Parsloes,2022-05-05,Kangethe,Elizabeth,Labour Party Candidate,1506,True,Parsloes,Barking & Dagenham,E05014067,E09000002
Barking and Dagenham,Parsloes,2022-05-05,Rai,Hardial Singh,Labour Party Candidate,1296,True,Parsloes,Barking & Dagenham,E05014067,E09000002
Barking and Dagenham,Parsloes,2022-05-05,Rice,Christopher David,Labour Party Candidate,1558,True,Parsloes,Barking & Dagenham,E05014067,E09000002
Barking and Dagenham,Parsloes,2022-05-05,Wijesuriya,Tilly,Local Conservatives,577,False,Parsloes,Barking & Dagenham,E05014067,E09000002
Barking and Dagenham,Thames View,2022-05-05,Baiye-Gaman,Lucy,Christians People Alliance,91,False,Thames View,Barking & Dagenham,E05014068,E09000002
Barking and Dagenham,Thames View,2022-05-05,Boff,Andrew,Local Conservatives,263,False,Thames View,Barking & Dagenham,E05014068,E09000002
Barking and Dagenham,Thames View,2022-05-05,Khan,Akhter,TUSC,75,False,Thames View,Barking & Dagenham,E05014068,E09000002
Barking and Dagenham,Thames View,2022-05-05,Nalule,Fatuma,Labour Party Candidate,701,True,Thames View,Barking & Dagenham,E05014068,E09000002
Barking and Dagenham,Thames View,2022-05-05,Zamee,Sabbir,Labour Party Candidate,633,True,Thames View,Barking & Dagenham,E05014068,E09000002
Barking and Dagenham,Valence,2022-05-05,Ghani,Syed Feroz,Labour Party Candidate,1358,True,Valence,Barking & Dagenham,E05014069,E09000002
Barking and Dagenham,Valence,2022-05-05,Jones,Jane Elizabeth,Labour Party Candidate,1514,True,Valence,Barking & Dagenham,E05014069,E09000002
Barking and Dagenham,Valence,2022-05-05,Londeno,Kevin Jingreed,Local Conservatives,570,False,Valence,Barking & Dagenham,E05014069,E09000002
Barking and Dagenham,Valence,2022-05-05,Worby,Maureen Margaret,Labour Party Candidate,1403,True,Valence,Barking & Dagenham,E05014069,E09000002
Barking and Dagenham,Village,2022-05-05,James,Beris,Local Conservatives,471,False,Village,Barking & Dagenham,E05014070,E09000002
Barking and Dagenham,Village,2022-05-05,Mullane,Margaret,Labour Party Candidate,1690,True,Village,Barking & Dagenham,E05014070,E09000002
Barking and Dagenham,Village,2022-05-05,Waker,Lee,Labour Party Candidate,1675,True,Village,Barking & Dagenham,E05014070,E09000002
Barking and Dagenham,Village,2022-05-05,Waker,Phil,Labour Party Candidate,1647,True,Village,Barking & Dagenham,E05014070,E09000002
Barking and Dagenham,Village,2022-05-05,Williams,Vincent Robert,Local Conservatives,431,False,Village,Barking & Dagenham,E05014070,E09000002
Barking and Dagenham,Whalebone,2022-05-05,Achilleos,Andrew,Labour Party Candidate,1687,True,Whalebone,Barking & Dagenham,E05014071,E09000002
Barking and Dagenham,Whalebone,2022-05-05,Nair,Subhash,Local Conservatives,709,False,Whalebone,Barking & Dagenham,E05014071,E09000002
Barking and Dagenham,Whalebone,2022-05-05,Paddle,Glenda,Labour Party Candidate,1698,True,Whalebone,Barking & Dagenham,E05014071,E09000002
Barking and Dagenham,Whalebone,2022-05-05,Yusuf,Mukhtar,Labour Party Candidate,1441,True,Whalebone,Barking & Dagenham,E05014071,E09000002
Barnet,Barnet Vale,2022-05-05,BARBER,Stephen,Lib Dems,693,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,BARNES,Richard,Labour,2054,True,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,COHEN,Simon,Lib Dems,747,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,HAYLETT,Marianne,Labour,2192,True,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,KUMAR,William,Conservatives,1971,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,LONGSTAFF,David,Conservatives,2080,True,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,PAPWORTH,Benjamin,Lib Dems,415,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,IMRIT,Robert,Labour,1836,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,TEARE,Robert,Conservatives,2015,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Barnet Vale,2022-05-05,WICKSTEED,Charles,Green Party,732,False,Barnet Vale,Barnet,E05013628,E09000003
Barnet,Brunswick Park,2022-05-05,BILLIE,Luigi,Lib Dems,321,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,FARBEY,David,Green Party,524,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,LEMON,Paul,Labour,2353,True,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,MASTIN-LEE,Josh,Conservatives,1805,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,MONASTERIO,Giulia,Labour,2381,True,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,RICHER,Nicole,Conservatives,1829,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,RUTTER,Lisa,Conservatives,1918,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,STERN,Jonti,Lib Dems,247,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,VOUROU,Tony,Labour,2193,True,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Brunswick Park,2022-05-05,WILLIAMS,Glyn,Lib Dems,262,False,Brunswick Park,Barnet,E05013629,E09000003
Barnet,Burnt Oak,2022-05-05,CONWAY,Sara,Labour,2545,True,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Burnt Oak,2022-05-05,GURUNG,Kamal,Labour,2377,True,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Burnt Oak,2022-05-05,HART,Ruth,Conservatives,962,False,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Burnt Oak,2022-05-05,McGEEVER,Timothy,Conservatives,861,False,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Burnt Oak,2022-05-05,NAQVI,Ammar,Labour,2105,True,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Burnt Oak,2022-05-05,SHAH,Rashina,Green Party,520,False,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Burnt Oak,2022-05-05,SHUPAC,Samuel,Conservatives,736,False,Burnt Oak,Barnet,E05013630,E09000003
Barnet,Childs Hill,2022-05-05,COHEN,Sam,Lib Dems,627,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,DAVIS,Toby,Lib Dems,502,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,DOLBY,Karen,Green Party,451,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,FLUSS,Rebecca,Conservatives,1740,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,GHEASUDDIN,Adam,Conservatives,1497,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,INNOCENTI,Giulia,Labour,2061,True,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,PERLBERG,Matthew,Labour,1936,True,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,ROZENBERG,Emma,Lib Dems,597,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,YOUNG,Nigel,Labour,1844,True,Childs Hill,Barnet,E05013631,E09000003
Barnet,Childs Hill,2022-05-05,ZINKIN,Peter,Conservatives,1746,False,Childs Hill,Barnet,E05013631,E09000003
Barnet,Colindale North,2022-05-05,CURATI,Maggie,Green Party,172,False,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale North,2022-05-05,IOANNIDIS,Andreas,Labour,1156,True,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale North,2022-05-05,MARGUILES,Ben,Conservatives,360,False,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale North,2022-05-05,NOCEK,Marcin,Independent,243,False,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale North,2022-05-05,PRAGER,Joseph,Conservatives,333,False,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale North,2022-05-05,WARSAME,Sabriye,Independent,91,False,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale North,2022-05-05,ZUBAIRI,Zakia,Labour,1102,True,Colindale North,Barnet,E05013632,E09000003
Barnet,Colindale South,2022-05-05,COLLINS,Adam,Conservatives,945,False,Colindale South,Barnet,E05013633,E09000003
Barnet,Colindale South,2022-05-05,GHOSH,Shivaji,Conservatives,807,False,Colindale South,Barnet,E05013633,E09000003
Barnet,Colindale South,2022-05-05,KHALICK,Humayune,Labour,1888,True,Colindale South,Barnet,E05013633,E09000003
Barnet,Colindale South,2022-05-05,NARENTHIRA,Nagus,Labour,1936,True,Colindale South,Barnet,E05013633,E09000003
Barnet,Colindale South,2022-05-05,SAIDLER,Nigel,Conservatives,775,False,Colindale South,Barnet,E05013633,E09000003
Barnet,Colindale South,2022-05-05,SARGEANT,Gillian,Labour,2008,True,Colindale South,Barnet,E05013633,E09000003
Barnet,Colindale South,2022-05-05,SHAH,Rajul,Green Party,437,False,Colindale South,Barnet,E05013633,E09000003
Barnet,Cricklewood,2022-05-05,CLARKE,Anne,Labour,1314,True,Cricklewood,Barnet,E05013634,E09000003
Barnet,Cricklewood,2022-05-05,DAVID,Yosef,Conservatives,415,False,Cricklewood,Barnet,E05013634,E09000003
Barnet,Cricklewood,2022-05-05,LAWTON,Charles,Lib Dems,106,False,Cricklewood,Barnet,E05013634,E09000003
Barnet,Cricklewood,2022-05-05,LEIGHTON,Sophie,Lib Dems,131,False,Cricklewood,Barnet,E05013634,E09000003
Barnet,Cricklewood,2022-05-05,POLLASTRI,Danielle,Green Party,192,False,Cricklewood,Barnet,E05013634,E09000003
Barnet,Cricklewood,2022-05-05,SCHNEIDERMAN,Alan,Labour,1109,True,Cricklewood,Barnet,E05013634,E09000003
Barnet,Cricklewood,2022-05-05,TENNAKOON,Ajantha,Conservatives,356,False,Cricklewood,Barnet,E05013634,E09000003
Barnet,East Barnet,2022-05-05,BYERS,Felix,Conservatives,2229,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,COHEN,Philip,Labour,2547,True,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,DAVID,Edith,Labour,2514,True,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,ECHLIN,Judith,Green Party,628,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,HOOKER,Sean,Lib Dems,374,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,KEECH,David,Lib Dems,243,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,NOWELL,David,Lib Dems,280,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,PAVANAKUMAR,Pavan,Conservatives,2055,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,RADFORD,Simon,Labour,2342,True,East Barnet,Barnet,E05013635,E09000003
Barnet,East Barnet,2022-05-05,ROBERTS,Paul,Conservatives,2023,False,East Barnet,Barnet,E05013635,E09000003
Barnet,East Finchley,2022-05-05,BUCKWELL,Robert,Conservatives,671,False,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,FARRIER,Claire,Labour,2895,True,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,HINES,Julia,Lib Dems,924,False,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,McILMOYLE,Lesley,Conservatives,643,False,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,MITTRA,Arjun,Labour,3122,True,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,MOORE,Alison,Labour,3001,True,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,NOBLE,David,Lib Dems,783,False,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,PARSONS,Steve,Green Party,592,False,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,PATEL,Sachin,Lib Dems,729,False,East Finchley,Barnet,E05013636,E09000003
Barnet,East Finchley,2022-05-05,TUCKER,Megan,Conservatives,627,False,East Finchley,Barnet,E05013636,E09000003
Barnet,Edgware,2022-05-05,BARD,Lisa,Womens,453,False,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,CHAKRABORTY,Nikhilesh,Labour,1671,False,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,GLUCK,Sora,Labour,1372,False,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,GORDON,Shuey,Conservatives,2746,True,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,JACKSON,Ryan,Labour,1478,False,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,MEARING-SMITH,Nick,Conservatives,3007,True,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,MILES,Dudley,Green Party,510,False,Edgware,Barnet,E05013637,E09000003
Barnet,Edgware,2022-05-05,WAKELEY,Lucy,Conservatives,3110,True,Edgware,Barnet,E05013637,E09000003
Barnet,Edgwarebury,2022-05-05,GURUNG,Lachhya,Conservatives,1691,True,Edgwarebury,Barnet,E05013638,E09000003
Barnet,Edgwarebury,2022-05-05,MURRAY,Samuel,Green Party,284,False,Edgwarebury,Barnet,E05013638,E09000003
Barnet,Edgwarebury,2022-05-05,PATEL,Nila,Labour,1582,False,Edgwarebury,Barnet,E05013638,E09000003
Barnet,Edgwarebury,2022-05-05,TAPPER,Josh,Labour,1649,False,Edgwarebury,Barnet,E05013638,E09000003
Barnet,Edgwarebury,2022-05-05,WARDLE,Sarah,Conservatives,1749,True,Edgwarebury,Barnet,E05013638,E09000003
Barnet,Finchley Church End,2022-05-05,AUBREY-JONES,Dominic,Lib Dems,1387,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,BAKER,Suzanne,Labour,1464,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,BURRAGE,Hilary,Labour,1339,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,FENESAN,Daniel,Lib Dems,1291,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,GREENSPAN,Eva,Conservatives,2357,True,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,GROCOCK,Jennifer,Conservatives,2155,True,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,HOYLE,Sarah,Lib Dems,1465,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,JACOBY OWEN,Nina,Green Party,464,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,McGUIRK,Mary,Labour,1226,False,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Finchley Church End,2022-05-05,THOMAS,Daniel,Conservatives,2140,True,Finchley Church End,Barnet,E05013639,E09000003
Barnet,Friern Barnet,2022-05-05,COAKLEY WEBB,Pauline,Labour,3030,True,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,CRAIG,Graham,Lib Dems,367,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,GHATEH,Kishar,Conservatives,1026,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,JESSUP,Lavinia,Lib Dems,350,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,LUISINGU,Linda,Labour,2880,True,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,MYERSON,Zoe,Lib Dems,350,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,RAWLINGS,Barry,Labour,2779,True,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,SALINGER,Kate,Conservatives,1137,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,SKEJA,Anila,Conservatives,991,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Friern Barnet,2022-05-05,TYTHERLEIGH,Eda,Green Party,550,False,Friern Barnet,Barnet,E05013640,E09000003
Barnet,Garden Suburb,2022-05-05,AKBIYIK,Altan,Lib Dems,496,False,Garden Suburb,Barnet,E05013641,E09000003
Barnet,Garden Suburb,2022-05-05,CAESAR,Nicolas,Green Party,369,False,Garden Suburb,Barnet,E05013641,E09000003
Barnet,Garden Suburb,2022-05-05,GROVER,Rohit,Conservatives,1895,True,Garden Suburb,Barnet,E05013641,E09000003
